Parameterization,Run,Variable,Median R_hat,Maximum R_hat,Diagnostics OK,Mean,q05,q50,q95
Centered,26,alpha[18],1.01875,1.12481,False,-1.0911922077075,-1.3312852450000001,-1.07271125,-0.919883576
Centered,27,mu,1.00232,1.01406,True,-0.992003516115,-1.0636765449999999,-0.990683855,-0.924370876
Centered,27,sigma,1.00232,1.01406,True,0.11894782273275,0.03969798455,0.114956685,0.20763224849999995
Centered,27,alpha[1],1.00232,1.01406,True,-0.791862321225,-0.9556405299999999,-0.793833,-0.613178945
Centered,27,alpha[2],1.00232,1.01406,True,-0.8976842420075,-1.02392284,-0.90250312,-0.7604083960000002
Centered,27,alpha[3],1.00232,1.01406,True,-0.9555616830424999,-1.072588625,-0.957581775,-0.8326258355
Centered,27,alpha[4],1.00232,1.01406,True,-1.0657398957150002,-1.23416101,-1.056718,-0.9227316380000002
Centered,27,alpha[5],1.00232,1.01406,True,-0.97410810282,-1.102145395,-0.974395175,-0.8492078775
Centered,27,alpha[6],1.00232,1.01406,True,-0.9819176567674999,-1.1114898050000002,-0.980234395,-0.8509779375000001
Centered,27,alpha[7],1.00232,1.01406,True,-1.0047619012125,-1.1277329950000001,-1.002612,-0.8931973495
Centered,27,alpha[8],1.00232,1.01406,True,-1.0694881223950001,-1.2794246249999999,-1.0565267,-0.9091096995000001
Centered,27,alpha[9],1.00232,1.01406,True,-1.001776531115,-1.130136225,-0.999853085,-0.885358611
Centered,27,alpha[10],1.00232,1.01406,True,-1.0662354736875,-1.2595992249999999,-1.05517885,-0.9164137365
Centered,27,alpha[11],1.00232,1.01406,True,-1.018319064015,-1.14960488,-1.0153428,-0.896922968
Centered,27,alpha[12],1.00232,1.01406,True,-1.0817191353150002,-1.27648962,-1.06986235,-0.9237945425
Centered,27,alpha[13],1.00232,1.01406,True,-0.924118045565,-1.044150425,-0.92782651,-0.7885563019999999
Centered,27,alpha[14],1.00232,1.01406,True,-1.0162268216325,-1.16855078,-1.0113786500000002,-0.8792667595
Centered,27,alpha[15],1.00232,1.01406,True,-1.0366898948849999,-1.20461725,-1.02808545,-0.9005645055
Centered,27,alpha[16],1.00232,1.01406,True,-0.9668870639775,-1.0836217799999999,-0.966911555,-0.8495922725000001
Centered,27,alpha[17],1.00232,1.01406,True,-0.9092920826800001,-1.02864472,-0.913586025,-0.7724186875000001
Centered,27,alpha[18],1.00232,1.01406,True,-1.1024620545400001,-1.3546239150000001,-1.0825141500000002,-0.9181750105
Centered,28,mu,1.001455,1.00503,True,-0.9937337161350001,-1.067151215,-0.99156215,-0.9313570675
Centered,28,sigma,1.001455,1.00503,True,0.11824479020725,0.0443730226,0.11523792499999999,0.20266761299999997
Centered,28,alpha[1],1.001455,1.00503,True,-0.7929999652149999,-0.963014566,-0.79617511,-0.6171197385000003
Centered,28,alpha[2],1.001455,1.00503,True,-0.9002724963550001,-1.0300489,-0.90485991,-0.7589907275000001
Centered,28,alpha[3],1.001455,1.00503,True,-0.957314008135,-1.077388855,-0.95887067,-0.832864382
Centered,28,alpha[4],1.001455,1.00503,True,-1.0678522457999997,-1.235237645,-1.05987295,-0.9263127455000001
Centered,28,alpha[5],1.001455,1.00503,True,-0.97777094621,-1.099509195,-0.97738516,-0.8539132695000001
Centered,28,alpha[6],1.001455,1.00503,True,-0.9819609116925,-1.107317635,-0.9823740599999999,-0.856308986
Centered,28,alpha[7],1.001455,1.00503,True,-1.00389728277,-1.1247047099999998,-1.0010272,-0.8914990425000001
Centered,28,alpha[8],1.001455,1.00503,True,-1.071251370215,-1.262798675,-1.0604472,-0.9133962750000001
Centered,28,alpha[9],1.001455,1.00503,True,-1.0033368042575,-1.12664755,-1.0021369500000001,-0.8837323625
Centered,28,alpha[10],1.001455,1.00503,True,-1.0665905883525,-1.24594882,-1.0570864,-0.9208594995
Centered,28,alpha[11],1.001455,1.00503,True,-1.0217224161275,-1.1442019250000002,-1.0200386,-0.904732021
Centered,28,alpha[12],1.001455,1.00503,True,-1.0781103625725,-1.2622723900000001,-1.0675332499999999,-0.92562009
Centered,28,alpha[13],1.001455,1.00503,True,-0.9245035249150001,-1.0511467300000001,-0.9271437849999999,-0.787812095
Centered,28,alpha[14],1.001455,1.00503,True,-1.0187389042375001,-1.167333165,-1.0140121500000001,-0.8814290445000001
Centered,28,alpha[15],1.001455,1.00503,True,-1.0370572870850001,-1.1950418900000002,-1.03067945,-0.8972819830000001
Centered,28,alpha[16],1.001455,1.00503,True,-0.9702307843625,-1.0866647,-0.9717045200000001,-0.8546751345000001
Centered,28,alpha[17],1.001455,1.00503,True,-0.910342119625,-1.0373570799999998,-0.91463888,-0.7709052085
Centered,28,alpha[18],1.001455,1.00503,True,-1.10230955349,-1.32962558,-1.0865798,-0.9276369069999999
Centered,29,mu,1.00196,1.01218,True,-0.9935944821025,-1.0635887199999998,-0.991982465,-0.929357427
Centered,29,sigma,1.00196,1.01218,True,0.1178859618285,0.040697794950000005,0.115161055,0.20310924349999995
Centered,29,alpha[1],1.00196,1.01218,True,-0.7950045550875,-0.9610459044999999,-0.79903692,-0.6225454835
Centered,29,alpha[2],1.00196,1.01218,True,-0.90095316277,-1.02621062,-0.907371845,-0.7557166820000001
Centered,29,alpha[3],1.00196,1.01218,True,-0.9588547699850001,-1.0805513549999999,-0.960180635,-0.8314463755
Centered,29,alpha[4],1.00196,1.01218,True,-1.0673804523725001,-1.229799555,-1.0593021999999999,-0.9266584375000001
Centered,29,alpha[5],1.00196,1.01218,True,-0.97477097985,-1.1024311249999998,-0.97513092,-0.8486332235
Centered,29,alpha[6],1.00196,1.01218,True,-0.9834152974275,-1.1051922250000001,-0.9820669200000001,-0.8640551760000001
Centered,29,alpha[7],1.00196,1.01218,True,-1.0046399820475,-1.1257123949999999,-1.0028381,-0.889118547
Centered,29,alpha[8],1.00196,1.01218,True,-1.0686641122975,-1.2619779249999998,-1.0580409,-0.9113378525000002
Centered,29,alpha[9],1.00196,1.01218,True,-1.0030007485374999,-1.13003825,-1.00047395,-0.8874019415
Centered,29,alpha[10],1.00196,1.01218,True,-1.0664260745849998,-1.244012655,-1.0574137000000001,-0.9202667170000001
Centered,29,alpha[11],1.00196,1.01218,True,-1.0210235816575,-1.14854345,-1.01734445,-0.9079295765000001
Centered,29,alpha[12],1.00196,1.01218,True,-1.0793180317775,-1.26349716,-1.06863175,-0.9264331785000001
Centered,29,alpha[13],1.00196,1.01218,True,-0.9264934361675,-1.049455555,-0.92942758,-0.7930244435000001
Centered,29,alpha[14],1.00196,1.01218,True,-1.0209247220675,-1.172025855,-1.0169779499999998,-0.8840322420000001
Centered,29,alpha[15],1.00196,1.01218,True,-1.03642543308,-1.190897735,-1.0304054,-0.896757488
Centered,29,alpha[16],1.00196,1.01218,True,-0.968645789755,-1.0875145149999998,-0.969008085,-0.8497736865000001
Centered,29,alpha[17],1.00196,1.01218,True,-0.9097139805025001,-1.03680079,-0.9158845849999999,-0.7648501280000002
Centered,29,alpha[18],1.00196,1.01218,True,-1.0998043899874999,-1.32981372,-1.0805943999999998,-0.9286691700000002
Centered,30,mu,1.003275,1.0229,True,-0.9908206436225,-1.062591215,-0.9892863000000001,-0.927376348
Centered,30,sigma,1.003275,1.0229,True,0.11266444849525001,0.03129797,0.10967906999999999,0.19954847249999996
Centered,30,alpha[1],1.003275,1.0229,True,-0.801098472275,-0.96058443,-0.805716255,-0.6197876915000001
Centered,30,alpha[2],1.003275,1.0229,True,-0.902823628215,-1.0238708,-0.90877875,-0.7631986300000001
Centered,30,alpha[3],1.003275,1.0229,True,-0.9580194828799999,-1.0711026750000001,-0.960368825,-0.839203153
Centered,30,alpha[4],1.003275,1.0229,True,-1.0608953143775002,-1.22171316,-1.0520013000000001,-0.9266718235
Centered,30,alpha[5],1.003275,1.0229,True,-0.9745892478574999,-1.0983874550000001,-0.9729511799999999,-0.8538531485
Centered,30,alpha[6],1.003275,1.0229,True,-0.9807521525249999,-1.103928805,-0.97938749,-0.85743075
Centered,30,alpha[7],1.003275,1.0229,True,-1.0017130761125,-1.119127375,-0.99998179,-0.8921319950000001
Centered,30,alpha[8],1.003275,1.0229,True,-1.0645286286675,-1.2583618349999999,-1.05238715,-0.91170319
Centered,30,alpha[9],1.003275,1.0229,True,-0.9998302411050001,-1.12175948,-0.9966551450000001,-0.888109523
Centered,30,alpha[10],1.003275,1.0229,True,-1.0606207366899998,-1.24151783,-1.0497786,-0.9168197525
Centered,30,alpha[11],1.003275,1.0229,True,-1.016947442785,-1.14580113,-1.0123495500000002,-0.903005778
Centered,30,alpha[12],1.003275,1.0229,True,-1.0722737060049998,-1.2500365949999999,-1.06335405,-0.92468854
Centered,30,alpha[13],1.003275,1.0229,True,-0.92699760717,-1.0445802,-0.931908325,-0.7943058580000002
Centered,30,alpha[14],1.003275,1.0229,True,-1.017796498355,-1.16973888,-1.0100711,-0.8888041565
Centered,30,alpha[15],1.003275,1.0229,True,-1.03170400824,-1.192510185,-1.0256268999999998,-0.8992631680000001
Centered,30,alpha[16],1.003275,1.0229,True,-0.96796357838,-1.08373167,-0.96846321,-0.8522070235
Centered,30,alpha[17],1.003275,1.0229,True,-0.91243937447,-1.035261545,-0.9185046800000001,-0.770569103
Centered,30,alpha[18],1.003275,1.0229,True,-1.0940093231549999,-1.32486262,-1.0771878,-0.9235289095000001
Centered,31,mu,1.0053450000000002,1.0268,True,-0.9913130367875,-1.063022,-0.988513125,-0.92757485
Centered,31,sigma,1.0053450000000002,1.0268,True,0.115904709107,0.037807668,0.112042085,0.20038606299999995
Centered,31,alpha[1],1.0053450000000002,1.0268,True,-0.79885117508,-0.9647306904999999,-0.802638025,-0.6152564405000001
Centered,31,alpha[2],1.0053450000000002,1.0268,True,-0.8997861779224999,-1.0236026249999999,-0.90679484,-0.7624836610000002
Centered,31,alpha[3],1.0053450000000002,1.0268,True,-0.9573213505850001,-1.068123795,-0.9598038,-0.839654346
Centered,31,alpha[4],1.0053450000000002,1.0268,True,-1.0627761488399998,-1.2310942950000001,-1.0553572,-0.9262904725
Centered,31,alpha[5],1.0053450000000002,1.0268,True,-0.976022209,-1.10536859,-0.9765388150000001,-0.8447947485
Centered,31,alpha[6],1.0053450000000002,1.0268,True,-0.981521979535,-1.1092098400000001,-0.98061456,-0.860523513
Centered,31,alpha[7],1.0053450000000002,1.0268,True,-1.00147507205,-1.11807533,-0.998708725,-0.8939728885000001
Centered,31,alpha[8],1.0053450000000002,1.0268,True,-1.0663051535949999,-1.26765748,-1.0508372499999998,-0.91052264
Centered,31,alpha[9],1.0053450000000002,1.0268,True,-1.001637322415,-1.12171343,-0.9997923099999999,-0.8877167165000001
Centered,31,alpha[10],1.0053450000000002,1.0268,True,-1.062002084025,-1.247475295,-1.0530244500000001,-0.912985546
Centered,31,alpha[11],1.0053450000000002,1.0268,True,-1.0175096609525,-1.141563465,-1.01498965,-0.902159661
Centered,31,alpha[12],1.0053450000000002,1.0268,True,-1.0758703782799999,-1.25739631,-1.0648465,-0.9321907635000001
Centered,31,alpha[13],1.0053450000000002,1.0268,True,-0.9250224630175,-1.043631035,-0.9311573449999999,-0.791254177
Centered,31,alpha[14],1.0053450000000002,1.0268,True,-1.0184682567525,-1.168960335,-1.0116643,-0.886173937
Centered,31,alpha[15],1.0053450000000002,1.0268,True,-1.0341050178300002,-1.18906586,-1.0262156,-0.9006955480000001
Centered,31,alpha[16],1.0053450000000002,1.0268,True,-0.9701050486199999,-1.08589065,-0.97110721,-0.850460309
Centered,31,alpha[17],1.0053450000000002,1.0268,True,-0.9106342393550001,-1.039721555,-0.915662385,-0.765474898
Centered,31,alpha[18],1.0053450000000002,1.0268,True,-1.0974529453925002,-1.336886415,-1.0801547500000002,-0.9241361115000001
Centered,32,mu,1.0013100000000001,1.00771,True,-0.99519315192,-1.06175411,-0.9944204050000001,-0.9316345524999999
Centered,32,sigma,1.0013100000000001,1.00771,True,0.11992642705774999,0.0491343894,0.11593708,0.2020773115
Centered,32,alpha[1],1.0013100000000001,1.00771,True,-0.7909350542775,-0.95440162,-0.7952122500000001,-0.6141207220000001
Centered,32,alpha[2],1.0013100000000001,1.00771,True,-0.8997952343225001,-1.03083364,-0.90568041,-0.753795124
Centered,32,alpha[3],1.0013100000000001,1.00771,True,-0.9571936067224999,-1.078676675,-0.957740905,-0.8317780035
Centered,32,alpha[4],1.0013100000000001,1.00771,True,-1.0689317249124999,-1.2287179899999998,-1.0641524,-0.9310218765000001
Centered,32,alpha[5],1.0013100000000001,1.00771,True,-0.9773735217525,-1.1079242999999999,-0.978337055,-0.8454824295
Centered,32,alpha[6],1.0013100000000001,1.00771,True,-0.984102486,-1.1086434550000002,-0.9838480000000001,-0.859896222
Centered,32,alpha[7],1.0013100000000001,1.00771,True,-1.0067160620425,-1.1271248299999999,-1.0049361,-0.8928504870000001
Centered,32,alpha[8],1.0013100000000001,1.00771,True,-1.07427839092,-1.27268749,-1.0633965,-0.9141598115
Centered,32,alpha[9],1.0013100000000001,1.00771,True,-1.0042128435275,-1.1318648,-1.0027805,-0.8825759500000001
Centered,32,alpha[10],1.0013100000000001,1.00771,True,-1.0718987284125001,-1.24967345,-1.0630893000000001,-0.92120373
Centered,32,alpha[11],1.0013100000000001,1.00771,True,-1.02487769823,-1.14626914,-1.0246960999999999,-0.9075489575
Centered,32,alpha[12],1.0013100000000001,1.00771,True,-1.0830507868350001,-1.27122913,-1.0729612,-0.9261293865
Centered,32,alpha[13],1.0013100000000001,1.00771,True,-0.925758646035,-1.0516124999999998,-0.92791157,-0.7911713705000001
Centered,32,alpha[14],1.0013100000000001,1.00771,True,-1.0238173929475,-1.17458659,-1.0199197500000001,-0.8899787215
Centered,32,alpha[15],1.0013100000000001,1.00771,True,-1.03777945093,-1.1933485549999998,-1.03438335,-0.8941134025
Centered,32,alpha[16],1.0013100000000001,1.00771,True,-0.9701719127075,-1.086096115,-0.9710353,-0.8541009280000001
Centered,32,alpha[17],1.0013100000000001,1.00771,True,-0.9087179208625,-1.036291915,-0.91333167,-0.7685355235000001
Centered,32,alpha[18],1.0013100000000001,1.00771,True,-1.1058899683025,-1.33429452,-1.0920698500000001,-0.9280464930000001
Centered,33,mu,1.00129,1.00596,True,-0.9944097259349999,-1.065128005,-0.99344883,-0.9280967285
Centered,33,sigma,1.00129,1.00596,True,0.12101868624499999,0.046661165000000004,0.117024405,0.2081078504999999
Centered,33,alpha[1],1.00129,1.00596,True,-0.789756211185,-0.950362193,-0.7940782200000001,-0.6138344620000001
Centered,33,alpha[2],1.00129,1.00596,True,-0.8987391291300001,-1.024040745,-0.9026270350000001,-0.7602188310000001
Centered,33,alpha[3],1.00129,1.00596,True,-0.9571261788100001,-1.079995305,-0.958766615,-0.837428183
Centered,33,alpha[4],1.00129,1.00596,True,-1.0683728396725,-1.244094405,-1.058941,-0.9197650375
Centered,33,alpha[5],1.00129,1.00596,True,-0.9761335701500001,-1.1054856,-0.97716506,-0.848741473
Centered,33,alpha[6],1.00129,1.00596,True,-0.9828553287899999,-1.109412375,-0.98346493,-0.857405222
Centered,33,alpha[7],1.00129,1.00596,True,-1.006103966555,-1.122885225,-1.00365335,-0.8887394355
Centered,33,alpha[8],1.00129,1.00596,True,-1.0736040735675,-1.27541446,-1.0617666,-0.9117113200000001
Centered,33,alpha[9],1.00129,1.00596,True,-1.002821059625,-1.12542133,-0.99915552,-0.8876474280000001
Centered,33,alpha[10],1.00129,1.00596,True,-1.07060764536,-1.245361165,-1.0622557000000001,-0.92055103
Centered,33,alpha[11],1.00129,1.00596,True,-1.020476204015,-1.145707435,-1.01785865,-0.904788408
Centered,33,alpha[12],1.00129,1.00596,True,-1.0839714108025,-1.282614535,-1.0716717,-0.9247697555000001
Centered,33,alpha[13],1.00129,1.00596,True,-0.9250117472575,-1.0482554849999999,-0.92984166,-0.7901149835
Centered,33,alpha[14],1.00129,1.00596,True,-1.0215481103575,-1.175522605,-1.01691655,-0.8861227150000001
Centered,33,alpha[15],1.00129,1.00596,True,-1.0373078708575,-1.198405765,-1.02976215,-0.8968245780000001
Centered,33,alpha[16],1.00129,1.00596,True,-0.96936810779,-1.087883435,-0.970388195,-0.8527380600000001
Centered,33,alpha[17],1.00129,1.00596,True,-0.9093696199650001,-1.0369249249999999,-0.9131978949999999,-0.7702509925000001
Centered,33,alpha[18],1.00129,1.00596,True,-1.1067894789100001,-1.3529477,-1.0919911,-0.9208552910000001
Centered,34,mu,1.00103,1.00535,True,-0.9947662257675,-1.063636765,-0.992608065,-0.9294673960000001
Centered,34,sigma,1.00103,1.00535,True,0.11917233365000002,0.04856492835,0.1147286,0.203144702
Centered,34,alpha[1],1.00103,1.00535,True,-0.7934632587875001,-0.9557886595,-0.79983141,-0.6115669835
Centered,34,alpha[2],1.00103,1.00535,True,-0.8997995867975,-1.02796674,-0.9045666649999999,-0.7557367125000001
Centered,34,alpha[3],1.00103,1.00535,True,-0.9567545042775,-1.08062971,-0.95742114,-0.8339590680000001
Centered,34,alpha[4],1.00103,1.00535,True,-1.068825019715,-1.2380473,-1.0619549,-0.9232894915000001
Centered,34,alpha[5],1.00103,1.00535,True,-0.9775708924575001,-1.103679,-0.97722796,-0.8486374
Centered,34,alpha[6],1.00103,1.00535,True,-0.9841691812925001,-1.10891167,-0.98184705,-0.8650350995
Centered,34,alpha[7],1.00103,1.00535,True,-1.00524183935,-1.120941675,-1.00350885,-0.8958800745
Centered,34,alpha[8],1.00103,1.00535,True,-1.0726368516850002,-1.2737456,-1.06195315,-0.907245221
Centered,34,alpha[9],1.00103,1.00535,True,-1.0047016228225,-1.1307455100000001,-1.0023886499999999,-0.8861336615000002
Centered,34,alpha[10],1.00103,1.00535,True,-1.069054877105,-1.2461886,-1.0605346,-0.9213153450000002
Centered,34,alpha[11],1.00103,1.00535,True,-1.0223187650475,-1.15082571,-1.02005715,-0.903326719
Centered,34,alpha[12],1.00103,1.00535,True,-1.082540278765,-1.272620165,-1.07216055,-0.9263345340000001
Centered,34,alpha[13],1.00103,1.00535,True,-0.9243681766425,-1.05131658,-0.927295875,-0.7929783605000003
Centered,34,alpha[14],1.00103,1.00535,True,-1.0221491507075,-1.17624634,-1.0164836,-0.879859166
Centered,34,alpha[15],1.00103,1.00535,True,-1.0380673804574998,-1.1908570500000002,-1.03248985,-0.901518145
Centered,34,alpha[16],1.00103,1.00535,True,-0.9690216774624999,-1.0865502200000001,-0.969880875,-0.847973603
Centered,34,alpha[17],1.00103,1.00535,True,-0.9099551266574999,-1.037888935,-0.91577949,-0.7675551495
Centered,34,alpha[18],1.00103,1.00535,True,-1.1049466517249997,-1.33600865,-1.0904843,-0.923884067
Centered,35,mu,1.00067,1.00298,True,-0.9950336712375,-1.06375857,-0.993803735,-0.9309249825
Centered,35,sigma,1.00067,1.00298,True,0.12170867272800001,0.05024103275,0.116800985,0.2061337985
Centered,35,alpha[1],1.00067,1.00298,True,-0.7885166055224999,-0.957902641,-0.79158643,-0.613376636
Centered,35,alpha[2],1.00067,1.00298,True,-0.8971382875224999,-1.02363108,-0.899183075,-0.754178977
Centered,35,alpha[3],1.00067,1.00298,True,-0.9582186464250001,-1.077233535,-0.959718365,-0.8340236965000001
Centered,35,alpha[4],1.00067,1.00298,True,-1.0703669749375,-1.2424438,-1.06190855,-0.9229645015000001
Centered,35,alpha[5],1.00067,1.00298,True,-0.978358011215,-1.107472035,-0.978459965,-0.8513892140000001
Centered,35,alpha[6],1.00067,1.00298,True,-0.9838696555650001,-1.11291022,-0.9834946,-0.854433285
Centered,35,alpha[7],1.00067,1.00298,True,-1.0066683905375,-1.127920005,-1.00608335,-0.8891898610000001
Centered,35,alpha[8],1.00067,1.00298,True,-1.07679339554,-1.27872146,-1.06474685,-0.9159418735
Centered,35,alpha[9],1.00067,1.00298,True,-1.00586362349,-1.12969915,-1.00459115,-0.8884529650000001
Centered,35,alpha[10],1.00067,1.00298,True,-1.0716524558375,-1.25674928,-1.0617618,-0.9181284610000002
Centered,35,alpha[11],1.00067,1.00298,True,-1.02165477371,-1.14753074,-1.02078785,-0.902683857
Centered,35,alpha[12],1.00067,1.00298,True,-1.0844332204625,-1.2720763899999998,-1.0759032,-0.9287825410000001
Centered,35,alpha[13],1.00067,1.00298,True,-0.9234441612975001,-1.05253363,-0.92694889,-0.7840386745000001
Centered,35,alpha[14],1.00067,1.00298,True,-1.0226603552425,-1.169468065,-1.0186286,-0.8879143490000001
Centered,35,alpha[15],1.00067,1.00298,True,-1.0373159293849998,-1.192482195,-1.03162775,-0.901277663
Centered,35,alpha[16],1.00067,1.00298,True,-0.96735878919,-1.0867846349999999,-0.96813862,-0.8413185275000001
Centered,35,alpha[17],1.00067,1.00298,True,-0.908468113165,-1.03527518,-0.9142510150000001,-0.766958482
Centered,35,alpha[18],1.00067,1.00298,True,-1.1100893343399998,-1.346536475,-1.09309225,-0.927586554
Centered,36,mu,1.002755,1.0105,True,-0.99375495989,-1.0654992049999998,-0.99217161,-0.9307205785
Centered,36,sigma,1.002755,1.0105,True,0.11807808849849999,0.03855884385,0.11529299000000001,0.20912540899999998
Centered,36,alpha[1],1.002755,1.0105,True,-0.7972404841175,-0.962772195,-0.799493155,-0.6158978315000001
Centered,36,alpha[2],1.002755,1.0105,True,-0.9015851876525001,-1.025597245,-0.906271245,-0.7580361740000001
Centered,36,alpha[3],1.002755,1.0105,True,-0.9569399971825001,-1.07398404,-0.95830828,-0.8348367345000001
Centered,36,alpha[4],1.002755,1.0105,True,-1.06575434233,-1.2326842550000001,-1.0572667999999998,-0.9300766220000001
Centered,36,alpha[5],1.002755,1.0105,True,-0.9761164794799999,-1.1033205449999999,-0.975402655,-0.8510747115
Centered,36,alpha[6],1.002755,1.0105,True,-0.9817649880375,-1.10320125,-0.98194213,-0.864697203
Centered,36,alpha[7],1.002755,1.0105,True,-1.0036820881075,-1.12573677,-1.0004658000000002,-0.88890932
Centered,36,alpha[8],1.002755,1.0105,True,-1.0675490678200001,-1.26032766,-1.0543725,-0.9127257855
Centered,36,alpha[9],1.002755,1.0105,True,-1.004142533535,-1.1310034,-1.00178065,-0.8844508675
Centered,36,alpha[10],1.002755,1.0105,True,-1.0657500821725,-1.25023269,-1.05390665,-0.9189243015
Centered,36,alpha[11],1.002755,1.0105,True,-1.019082739565,-1.13576295,-1.0177614,-0.9071481575
Centered,36,alpha[12],1.002755,1.0105,True,-1.079667248465,-1.273852265,-1.0675010500000002,-0.9292590185
Centered,36,alpha[13],1.002755,1.0105,True,-0.926753814525,-1.04923149,-0.930502755,-0.7942251955
Centered,36,alpha[14],1.002755,1.0105,True,-1.0203131334,-1.17249735,-1.0141332,-0.880493339
Centered,36,alpha[15],1.002755,1.0105,True,-1.0329318666224998,-1.1883279500000001,-1.025682,-0.8950502260000001
Centered,36,alpha[16],1.002755,1.0105,True,-0.9689241106125001,-1.08464827,-0.969448115,-0.849752919
Centered,36,alpha[17],1.002755,1.0105,True,-0.90995486286,-1.030732035,-0.9162053649999999,-0.7725338820000003
Centered,36,alpha[18],1.002755,1.0105,True,-1.10253106353,-1.341823185,-1.0837632,-0.9197121705000001
Centered,37,mu,1.0017800000000001,1.01066,True,-0.99411275297,-1.063591365,-0.992028645,-0.9302588435000001
Centered,37,sigma,1.0017800000000001,1.01066,True,0.11882925766649999,0.0447070633,0.114958355,0.20721605899999995
Centered,37,alpha[1],1.0017800000000001,1.01066,True,-0.792991871985,-0.956064466,-0.798048965,-0.6092658550000002
Centered,37,alpha[2],1.0017800000000001,1.01066,True,-0.9017414540224999,-1.028149365,-0.9059058449999999,-0.756829178
Centered,37,alpha[3],1.0017800000000001,1.01066,True,-0.959259378675,-1.076081995,-0.9604966749999999,-0.83734408
Centered,37,alpha[4],1.0017800000000001,1.01066,True,-1.0665254765475,-1.237100215,-1.05914085,-0.9282766955
Centered,37,alpha[5],1.0017800000000001,1.01066,True,-0.977085241395,-1.10404521,-0.9755867899999999,-0.852582563
Centered,37,alpha[6],1.0017800000000001,1.01066,True,-0.9842736034925,-1.108712285,-0.984033795,-0.85827306
Centered,37,alpha[7],1.0017800000000001,1.01066,True,-1.0062488968924999,-1.12669507,-1.0044429,-0.8905985005
Centered,37,alpha[8],1.0017800000000001,1.01066,True,-1.0725556959475,-1.263475645,-1.06116705,-0.912931927
Centered,37,alpha[9],1.0017800000000001,1.01066,True,-1.0039811169175001,-1.13253598,-1.00127255,-0.878458673
Centered,37,alpha[10],1.0017800000000001,1.01066,True,-1.0673380239325,-1.252272655,-1.0575639,-0.916636332
Centered,37,alpha[11],1.0017800000000001,1.01066,True,-1.019677992315,-1.150464695,-1.0161754,-0.8987371465
Centered,37,alpha[12],1.0017800000000001,1.01066,True,-1.0822065579999998,-1.269087615,-1.0715673,-0.9311823365000002
Centered,37,alpha[13],1.0017800000000001,1.01066,True,-0.9259373310275,-1.04328988,-0.9306622250000001,-0.7904976095
Centered,37,alpha[14],1.0017800000000001,1.01066,True,-1.02272634572,-1.16726671,-1.0195009499999999,-0.887633506
Centered,37,alpha[15],1.0017800000000001,1.01066,True,-1.0353986375349997,-1.184398335,-1.0288853,-0.902759676
Centered,37,alpha[16],1.0017800000000001,1.01066,True,-0.9676910689075,-1.08401301,-0.969914755,-0.8454003295
Centered,37,alpha[17],1.0017800000000001,1.01066,True,-0.9096892117050001,-1.03867573,-0.9151383550000001,-0.7650053595
Centered,37,alpha[18],1.0017800000000001,1.01066,True,-1.10316697147,-1.33771436,-1.0854374,-0.9282057775
Centered,38,mu,1.00136,1.00737,True,-0.99308913857,-1.066572585,-0.9909600700000001,-0.9265077305
Centered,38,sigma,1.00136,1.00737,True,0.12015707828275,0.046855695200000005,0.11604281,0.20867585849999995
Centered,38,alpha[1],1.00136,1.00737,True,-0.788077794385,-0.950328474,-0.79231027,-0.6053892380000001
Centered,38,alpha[2],1.00136,1.00737,True,-0.8961751347850001,-1.020091255,-0.9007265950000001,-0.757111082
Centered,38,alpha[3],1.00136,1.00737,True,-0.9560899814249999,-1.077523515,-0.9571557150000001,-0.8362003555
Centered,38,alpha[4],1.00136,1.00737,True,-1.0667481425575,-1.22754919,-1.06033745,-0.9260546015
Centered,38,alpha[5],1.00136,1.00737,True,-0.9763120098325001,-1.10102298,-0.97419663,-0.850697852
Centered,38,alpha[6],1.00136,1.00737,True,-0.98156681239,-1.10752022,-0.9817107,-0.8577443265
Centered,38,alpha[7],1.00136,1.00737,True,-1.005397185075,-1.132771675,-1.0033153499999998,-0.8875368105
Centered,38,alpha[8],1.00136,1.00737,True,-1.0716704266775001,-1.2700442299999999,-1.0634416,-0.906267158
Centered,38,alpha[9],1.00136,1.00737,True,-1.00263967734,-1.1275889399999999,-1.00003621,-0.8867977055
Centered,38,alpha[10],1.00136,1.00737,True,-1.0665004468175001,-1.251516645,-1.0596893,-0.9062389005
Centered,38,alpha[11],1.00136,1.00737,True,-1.0207296516650002,-1.146858975,-1.01850675,-0.9029864535000001
Centered,38,alpha[12],1.00136,1.00737,True,-1.0809380488474998,-1.27746581,-1.0703816,-0.9223563485
Centered,38,alpha[13],1.00136,1.00737,True,-0.9235619472700001,-1.0433890650000002,-0.926439275,-0.7991080705000001
Centered,38,alpha[14],1.00136,1.00737,True,-1.0221707418650001,-1.174040155,-1.01729775,-0.8840600745
Centered,38,alpha[15],1.00136,1.00737,True,-1.0344989440125,-1.192906625,-1.02829955,-0.8982304715000001
Centered,38,alpha[16],1.00136,1.00737,True,-0.968679931415,-1.089470315,-0.9683267,-0.8483793265
Centered,38,alpha[17],1.00136,1.00737,True,-0.9084085639975,-1.036997945,-0.912608475,-0.7653185775000001
Centered,38,alpha[18],1.00136,1.00737,True,-1.1043032811075,-1.33815398,-1.0886360499999999,-0.9228227090000001
Centered,39,mu,1.0018500000000001,1.00997,True,-0.99389011753,-1.06407619,-0.991652515,-0.9264840510000001
